URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,DNS_QUERY_TIMES,Type
33,8,UTF-8,Apache/2.2.31 (Amazon),1371,IL,Unknown,28/04/2003 0:00,29/04/2017 0:00,8,-1
33,7,UTF-8,Jetty(9.0.z-SNAPSHOT),-1,US,NY,12/03/1999 0:00,16/11/2016 0:00,6,-1
33,6,ISO-8859-1,Apache,-1,US,CA,22/04/1997 0:00,22/02/2017 0:00,0,-1
34,11,UTF-8,nginx,655,Unknown,Unknown,Unknown,Unknown,8,1
34,11,UTF-8,nginx,649,Unknown,Unknown,Unknown,Unknown,6,1
34,9,ISO-8859-1,cloudflare-nginx,-1,ru,Krasnoyarsk,30/03/2011 0:00,28/04/2017 0:00,6,1
34,9,iso-8859-1,Apache,214,Unknown,Unknown,Unknown,Unknown,2,1
34,6,UTF-8,nginx/1.12.0,18298,US,MAINE,14/01/2008 0:00,14/01/2017 0:00,0,-1
34,7,us-ascii,Microsoft-HTTPAPI/2.0,324,GB,Unknown,26/03/2000 0:00,26/10/2016 0:00,0,-1
34,7,ISO-8859-1,Unknown,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,-1
34,7,ISO-8859-1,Unknown,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,8,-1
34,8,utf-8,nginx/1.10.1 + Phusion Passenger 5.0.30,-1,US,California,21/02/1995 0:00,19/02/2017 0:00,0,-1
34,6,utf-8,Unknown,-1,US,CA,22/02/1996 0:00,16/01/2015 0:00,0,-1
34,7,ISO-8859-1,Apache/2.2.31 (CentOS),-1,CA,ALBERTA,10/04/2010 0:00,10/04/2017 0:00,0,-1
34,7,UTF-8,nginx,-1,US,CA,3/03/2000 0:00,12/01/2017 0:00,0,-1
34,7,utf-8,Apache/2.4.10 (Debian),6474,US,Virginia,6/05/2010 16:44,20/09/2013 15:03,0,-1
34,7,utf-8,nginx,-1,CA,ON,17/08/1999 12:43,21/04/2017 16:47,0,-1
34,6,utf-8,Unknown,-1,Unknown,Unknown,22/02/1996 0:00,16/01/2015 0:00,0,-1
34,7,UTF-8,cloudflare-nginx,-1,IN,MH,4/10/2006 0:00,4/10/2016 0:00,0,-1
34,9,ISO-8859-1,Apache,1486,GB,Unknown,9/03/2007 0:00,3/03/2015 0:00,0,-1
34,9,UTF-8,Apache/2.4.12 (Ubuntu),10892,Unknown,Unknown,31/05/1996 0:00,15/04/2016 0:00,0,-1
34,9,ISO-8859-1,HTTPDaemon,-1,US,WA,5/01/1996 0:00,5/05/2016 0:00,0,-1
34,8,utf-8,Apache/2.2.31 (Amazon),7255,Unknown,Unknown,29/07/2004 0:00,3/01/2016 0:00,6,-1
34,7,UTF-8,GSE,6608,US,CA,31/07/2000 0:00,29/06/2016 0:00,4,-1
34,6,utf-8,Unknown,-1,US,CA,22/02/1996 0:00,16/01/2015 0:00,8,-1
34,9,ISO-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,111,US,California,17/01/2005 0:00,18/01/2017 0:00,2,-1
34,6,ISO-8859-1,Apache,-1,US,CA,22/04/1997 0:00,22/02/2017 0:00,6,-1
34,8,ISO-8859-1,nginx,996,US,CA,1/06/2005 0:00,9/09/2016 0:00,4,-1
34,7,ISO-8859-1,nginx,1501,US,New York,22/12/1999 0:00,24/05/2012 0:00,6,-1
34,7,utf-8,MediaFire,-1,US,Texas,11/08/2002 0:00,4/07/2016 0:00,0,-1
34,7,ISO-8859-1,Apache,-1,US,CA,22/04/1997 0:00,22/02/2017 0:00,0,-1
34,6,us-ascii,Microsoft-IIS/7.5,324,US,Arizona,17/11/2003 0:00,11/11/2016 0:00,0,-1
35,9,ISO-8859-1,Apache,7314,Unknown,Unknown,21/09/2009 0:00,9/08/2016 0:00,6,1
35,9,ISO-8859-1,Apache,7314,Unknown,Unknown,21/09/2009 0:00,9/08/2016 0:00,6,1
35,11,UTF-8,Apache,-1,CA,ON,14/08/2008 0:00,9/08/2016 0:00,2,1
35,11,UTF-8,nginx,652,Unknown,Unknown,Unknown,Unknown,6,1
35,11,UTF-8,nginx,652,Unknown,Unknown,Unknown,Unknown,8,1
35,9,UTF-8,nginx,646,Unknown,Unknown,Unknown,Unknown,4,1
35,11,UTF-8,nginx,652,Unknown,Unknown,Unknown,Unknown,6,1
35,11,UTF-8,nginx,652,Unknown,Unknown,Unknown,Unknown,6,1
35,11,UTF-8,nginx,652,Unknown,Unknown,Unknown,Unknown,6,1
35,11,UTF-8,nginx,652,Unknown,Unknown,Unknown,Unknown,8,1
35,8,ISO-8859-1,cloudflare-nginx,-1,ru,Krasnoyarsk,22/08/2010 0:00,28/04/2017 0:00,6,1
35,9,ISO-8859-1,DOSarrest,-1,KY,GRAND CAYMAN,8/07/1996 0:00,7/03/2017 0:00,0,-1
35,8,UTF-8,mw2232.codfw.wmnet,4685,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
35,8,utf-8,nginx/1.10.1 + Phusion Passenger 5.0.30,-1,US,California,21/02/1995 0:00,19/02/2017 0:00,0,-1
35,6,us-ascii,Microsoft-IIS/7.5,324,Unknown,Unknown,21/03/2014 0:00,22/03/2017 0:00,2,-1
35,8,UTF-8,Server,-1,US,WA,5/01/1996 0:00,5/05/2016 0:00,4,-1
35,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CA,22/10/1998 0:00,16/03/2017 0:00,4,-1
35,9,utf-8,nginx,39362,[u'GB'; u'UK'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,0,-1
35,7,utf-8,nginx,-1,US,NY,23/03/1995 0:00,3/03/2017 0:00,0,-1
35,9,UTF-8,Apache,-1,US,Arizona,8/07/2010 0:00,24/04/2017 0:00,0,-1
35,10,utf-8,ATS,-1,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,-1
35,7,UTF-8,Sucuri/Cloudproxy,14462,CA,ON,17/07/2009 0:00,7/07/2016 0:00,0,-1
35,9,UTF-8,Apache,-1,Unknown,Unknown,Unknown,Unknown,0,-1
35,8,UTF-8,Server,-1,US,WA,5/01/1996 0:00,5/05/2016 0:00,0,-1
35,7,iso-8859-1,Apache/2.4.23 (Unix),289,GB,Unknown,24/05/2001 20:47,27/01/2017 0:20,0,-1
35,6,us-ascii,Microsoft-HTTPAPI/2.0,324,US,PA,27/06/2004 0:00,19/11/2012 0:00,6,-1
35,7,UTF-8,GSE,38115,US,CA,31/07/2000 0:00,29/06/2016 0:00,4,-1
35,8,UTF-8,Server,-1,US,WA,5/01/1996 0:00,5/05/2016 0:00,6,-1
35,9,UTF-8,cloudflare-nginx,-1,Unknown,Unknown,4/03/2004 0:00,5/10/2015 0:00,4,-1
35,9,ISO-8859-1,Unknown,-1,US,CA,29/03/1997 0:00,29/11/2016 0:00,12,-1
35,7,UTF-8,GSE,8813,US,CA,31/07/2000 0:00,29/06/2016 0:00,4,-1
35,8,ISO-8859-1,Apache,1002,AT,Austria,1/06/2004 0:00,2/06/2016 0:00,4,-1
35,7,utf-8,Apache,16875,US,NY,13/12/1995 0:00,10/11/2016 0:00,0,-1
35,8,UTF-8,Server,-1,US,WA,5/01/1996 0:00,5/05/2016 0:00,4,-1
35,7,iso-8859-1,Apache,330,Unknown,Unknown,10/11/2000 0:00,19/02/2016 0:00,2,-1
35,6,utf-8,Unknown,-1,US,CA,22/02/1996 0:00,16/01/2015 0:00,0,-1
35,8,ISO-8859-1,Apache,1002,AT,Austria,1/06/2004 0:00,2/06/2016 0:00,0,-1
36,10,UTF-8,nginx,655,Unknown,Unknown,Unknown,Unknown,20,1
36,11,UTF-8,nginx,655,Unknown,Unknown,Unknown,Unknown,4,1
36,11,UTF-8,nginx,655,Unknown,Unknown,Unknown,Unknown,6,1
36,9,UTF-8,nginx,646,Unknown,Unknown,Unknown,Unknown,4,1
36,11,UTF-8,nginx,655,Unknown,Unknown,Unknown,Unknown,8,1
36,11,UTF-8,nginx,655,Unknown,Unknown,Unknown,Unknown,8,1
36,8,ISO-8859-1,cloudflare-nginx,-1,ru,Krasnoyarsk,22/08/2010 0:00,28/04/2017 0:00,2,1
36,8,ISO-8859-1,nginx,10133,US,CA,1/06/2005 0:00,9/09/2016 0:00,0,-1
36,8,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,30/10/2003 0:00,10/09/2016 0:00,0,-1
36,7,ISO-8859-1,nginx/1.12.0,-1,US,Kansas,9/05/1998 0:00,10/05/2016 0:00,0,-1
36,6,ISO-8859-1,nginx/1.12.0,1108,US,CA,5/10/2006 0:00,4/03/2017 0:00,0,-1
36,7,us-ascii,Microsoft-HTTPAPI/2.0,324,US,DE,14/10/2005 0:00,21/04/2017 0:00,0,-1
36,7,ISO-8859-1,Unknown,-1,US,CA,29/03/1997 0:00,29/11/2016 0:00,0,-1
36,8,ISO-8859-1,nginx,-1,CN,shandong,8/09/2003 0:00,24/10/2016 0:00,2,-1
36,8,UTF-8,Apache,-1,JP,Osaka,13/07/2008 0:00,9/12/2015 0:00,2,-1
36,7,UTF-8,nginx,-1,US,CA,3/03/2000 0:00,12/01/2017 0:00,0,-1
36,8,ISO-8859-1,nginx/0.7.65,-1,Unknown,Unknown,22/08/1996 0:00,18/08/2016 0:00,0,-1
36,8,UTF-8,mw2260.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,-1
36,8,ISO-8859-1,Apache/2.2.32,-1,US,PA,1/05/2002 0:00,1/09/2012 0:00,0,-1
36,8,us-ascii,cloudflare-nginx,-1,Unknown,Unknown,10/06/2005 0:00,4/06/2015 0:00,4,-1
36,7,utf-8,Apache,19879,US,CA,4/04/2006 0:00,3/03/2017 0:00,4,-1
36,8,UTF-8,mw2239.codfw.wmnet,-1,US,CA,13/01/2001 0:12,12/12/2015 10:16,6,-1
36,7,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,7/09/2000 0:00,8/12/2016 0:00,2,-1
36,8,utf-8,DPS/1.1.8,-1,Unknown,Unknown,31/12/2015 0:00,25/12/2016 0:00,6,-1
36,6,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,210,Unknown,Unknown,8/12/2007 0:00,28/03/2017 0:00,2,-1
36,7,ISO-8859-1,cloudflare-nginx,3326,US,CA,6/04/2008 0:00,18/12/2014 0:00,2,-1
36,7,iso-8859-1,Apache/2.0.52 (Red Hat),293,US,TX,16/07/1998 0:00,16/05/2016 0:00,4,-1
36,7,iso-8859-1,Apache/2.2.22,231,Unknown,Unknown,9/02/2001 0:00,28/12/2016 0:00,2,-1
36,7,UTF-8,Apache,11418,US,AZ,28/12/1999 0:00,28/12/2014 0:00,4,-1
36,8,ISO-8859-1,Apache/2.2.25 (Unix) mod_ssl/2.2.25 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,-1,Unknown,Unknown,21/01/2008 0:00,17/04/2016 0:00,0,-1
36,8,UTF-8,Apache,-1,UK,UK,27/02/1996 0:00,27/01/2016 0:00,0,-1
36,7,UTF-8,GSE,11692,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,-1
37,10,UTF-8,Apache,-1,CZ,PRAHA,7/10/2006 0:00,7/03/2017 0:00,2,1
37,9,windows-1251,Apache/1.3.31 (Unix) PHP/4.3.9 mod_perl/1.29 rus/PL30.20,296,US,LA,18/12/2004 0:00,1/12/2016 0:00,2,1
37,9,ISO-8859-1,nginx,162,CN,beijingshi,9/02/2009 0:00,27/04/2017 0:00,2,1
37,11,ISO-8859-1,Apache,-1,Unknown,Unknown,4/11/1998 0:00,15/11/2016 0:00,6,1
37,10,ISO-8859-1,nginx,-1,CN,liaoningsheng,4/11/2016 0:00,8/11/2016 0:00,4,1
37,9,iso-8859-1,Apache,188,Unknown,Unknown,Unknown,Unknown,2,1
37,7,utf-8,Apache/2.2.29 (Amazon),-1,CA,British Columbia,15/04/2004 0:00,22/02/2016 0:00,0,-1
37,7,ISO-8859-1,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,6062,US,California,2/07/2010 0:00,25/04/2017 0:00,0,-1
37,7,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,219,US,Missouri,12/11/2007 20:49,28/03/2017 18:16,0,-1
37,9,ISO-8859-1,Apache,1002,AT,Austria,1/06/2004 0:00,2/06/2016 0:00,0,-1
37,10,utf-8,Apache,14109,US,California,22/02/2006 0:00,22/01/2017 0:00,0,-1
37,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,North Carolina,5/06/2000 0:00,6/07/2015 0:00,0,-1
37,9,utf-8,nginx/1.1.19,-1,US,CA,9/12/1996 0:00,9/10/2015 0:00,0,-1
37,8,utf-8,cloudflare-nginx,-1,US,California,14/10/1999 0:00,20/11/2013 0:00,0,-1
37,9,utf-8,Apache/2.2.22 (Ubuntu),8022,US,California,10/05/2006 23:10,11/05/2016 14:19,0,-1
37,9,utf-8,nginx,32441,[u'GB'; u'UK'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,0,-1
37,7,ISO-8859-1,ATS/5.3.0,7891,US,MA,22/02/2001 0:00,24/01/2017 0:00,0,-1
37,8,ISO-8859-1,Unknown,-1,US,CA,29/03/1997 0:00,29/11/2016 0:00,0,-1
37,8,UTF-8,Apache,1840,US,CA,11/09/1997 4:00,9/12/2015 14:43,0,-1
37,8,ISO-8859-1,Apache/2.2.3 (Red Hat),12768,Unknown,Unknown,16/10/2000 0:00,25/10/2016 0:00,0,-1
37,7,UTF-8,openresty,-1,US,NY,8/06/2006 0:00,21/04/2017 0:00,2,-1
37,9,iso-8859-1,Apache,-1,Unknown,Unknown,Unknown,Unknown,6,-1
37,7,utf-8,Unknown,-1,US,CA,22/02/1996 0:00,16/01/2015 0:00,6,-1
37,8,UTF-8,nginx,-1,US,Arizona,18/04/2001 0:00,19/04/2017 0:00,4,-1
37,8,ISO-8859-1,nginx,4297,US,OH,5/08/1993 0:00,1/07/2016 0:00,6,-1
37,9,UTF-8,nginx,-1,PH,Manila,17/02/2011 0:00,18/02/2017 0:00,2,-1
37,9,ISO-8859-1,Unknown,-1,US,CA,24/10/1999 0:00,29/07/2016 0:00,2,-1
37,8,utf-8,nginx/1.4.3,135444,US,NY,2/11/1996 0:00,26/11/2014 0:00,2,-1
37,9,utf-8,ATS,616,US,CA,18/01/1995 0:00,26/08/2015 0:00,8,-1
37,8,utf-8,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.35,6944,US,Arizona,14/02/2000 0:00,14/02/2016 0:00,0,-1
37,8,ISO-8859-1,Unknown,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,-1
37,7,UTF-8,GSE,7783,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,-1
38,10,iso-8859-1,Apache/2,337,CA,ON,14/09/2009 8:39,6/09/2016 8:26,0,1
38,11,UTF-8,nginx,661,Unknown,Unknown,Unknown,Unknown,8,1
38,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,6,1
38,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,6,1
38,10,iso-8859-1,nginx/1.8.0,215,Unknown,Unknown,18/07/2005 0:00,18/06/2016 0:00,2,1
38,9,ISO-8859-1,Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8e-fips-rhel5,4397,US,MA,28/10/1999 0:00,29/08/2016 0:00,0,-1
38,8,ISO-8859-1,Unknown,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,-1
38,8,ISO-8859-1,Apache/1.3.39 (Unix) PHP/5.2.5 mod_auth_passthrough/1.8 mod_bwlimited/1.4 mod_log_bytes/1.2 mod_gzip/1.3.26.1a FrontPage/5.0.2.2635 DAV/1.0.3 mod_ssl/2.8.30 OpenSSL/0.9.7a,-1,Unknown,Unknown,25/02/2006 0:00,26/02/2016 0:00,2,-1
38,8,UTF-8,cloudflare-nginx,-1,US,New York,12/06/2007 0:00,5/10/2016 0:00,0,-1
38,8,utf-8,nginx,39740,[u'GB'; u'UK'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,0,-1
38,9,utf-8,Apache,68067,US,MO,20/05/1996 0:00,24/10/2016 0:00,4,-1
38,10,UTF-8,Apache,40299,UK,Unknown,18/04/1995 0:00,14/11/2016 0:00,0,-1
38,9,ISO-8859-1,Apache,-1,US,CA,25/04/2000 0:00,4/08/2015 0:00,0,-1
38,8,utf-8,Unknown,-1,US,CA,5/12/1997 0:00,31/03/2017 0:00,0,-1
38,9,utf-8,nginx/1.1.19,-1,US,CA,9/12/1996 0:00,9/10/2015 0:00,0,-1
38,8,iso-8859-1,Apache/2,345,US,CA,24/09/1996 0:00,30/01/2017 0:00,0,-1
38,7,us-ascii,Microsoft-HTTPAPI/2.0,324,US,NJ,10/01/1992 0:00,5/01/2016 0:00,0,-1
38,9,UTF-8,GSE,3916,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,-1
38,8,ISO-8859-1,Unknown,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,8,-1
38,7,ISO-8859-1,Unknown,34,Unknown,Unknown,17/07/2001 0:00,28/05/2014 0:00,0,-1
38,8,UTF-8,Apache,-1,US,MI,14/07/2011 0:00,30/06/2016 0:00,0,-1
38,7,UTF-8,Apache,1172,US,NY,21/09/2001 0:00,2/03/2017 0:00,0,-1
38,6,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,5/06/2003 0:00,26/11/2014 0:00,0,-1
38,8,UTF-8,Server,-1,US,NJ,5/12/1996 0:00,30/11/2016 0:00,0,-1
38,7,UTF-8,Unknown,24087,AU,NSW,19/02/2002 1:02,29/11/2016 0:00,4,-1
38,9,utf-8,ATS,618,US,CA,18/01/1995 0:00,26/08/2015 0:00,8,-1
38,8,ISO-8859-1,Unknown,6746,Unknown,Unknown,28/11/1999 0:00,9/09/2013 0:00,6,-1
38,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,26/05/1997 0:00,23/04/2017 0:00,6,-1
38,7,us-ascii,Microsoft-HTTPAPI/2.0,324,AU,NSW,5/07/2008 0:00,30/08/2016 0:00,2,-1
38,6,utf-8,Apache,9555,BE,Unknown,7/04/2007 0:00,8/04/2017 0:00,4,-1
38,6,UTF-8,SSWS,-1,US,FL,9/04/2011 16:13,28/02/2017 10:46,8,-1
38,8,UTF-8,Apache,1840,US,CA,11/09/1997 4:00,9/12/2015 14:43,4,-1
38,10,utf-8,Microsoft-IIS/8.0,4929,NO,Unknown,29/01/2004 16:01,29/12/2016 14:11,4,-1
38,8,utf-8,Apache/2.4.18 (Ubuntu),12400,US,FL,17/02/1999 5:00,19/12/2016 8:39,6,-1
38,9,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16 mod_apreq2-20090110/2.8.0 mod_perl/2.0.10 Perl/v5.24.1,42952,US,FL,27/02/2000 15:05,31/05/2016 17:46,6,-1
38,7,ISO-8859-1,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,-1,US,California,2/07/2010 0:00,25/04/2017 0:00,4,-1
38,7,UTF-8,GSE,-1,US,CA,31/07/2000 0:00,29/06/2016 0:00,8,-1
38,9,UTF-8,Unknown,-1,Unknown,Unknown,Unknown,Unknown,6,-1
38,8,utf-8,cloudflare-nginx,-1,US,CA,21/07/1995 0:00,26/09/2016 0:00,0,-1
38,7,UTF-8,GSE,7868,US,CA,31/07/2000 0:00,29/06/2016 0:00,6,-1
38,9,iso-8859-1,Apache/2.2.20 (Unix),220,US,CA,8/08/2002 0:00,29/07/2015 0:00,0,-1
38,7,UTF-8,GSE,7797,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,-1
38,9,us-ascii,cloudflare-nginx,-1,US,Arizona,10/06/2005 0:00,4/06/2015 0:00,0,-1
39,13,UTF-8,nginx,637,Unknown,Unknown,Unknown,Unknown,0,1
39,11,UTF-8,nginx,640,Unknown,Unknown,Unknown,Unknown,4,1
39,11,UTF-8,nginx,640,Unknown,Unknown,Unknown,Unknown,6,1
39,11,UTF-8,nginx,661,Unknown,Unknown,Unknown,Unknown,6,1
39,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,6,1
39,10,iso-8859-1,nginx/1.8.0,216,Unknown,Unknown,18/07/2005 0:00,18/06/2016 0:00,4,1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,7,UTF-8,Apache/2.2.15 (CentOS),256306,AU,New South Wales,8/01/2009 10:56,9/01/2017 10:11,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,9,utf-8,nginx/1.11.3,-1,Unknown,Unknown,1/07/2007 5:40,8/12/2016 14:01,0,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,iso-8859-1,Apache,404,US,WV,21/10/2006 0:00,22/10/2016 0:00,0,-1
39,9,UTF-8,nginx,-1,US,Arizona,30/08/2000 0:00,18/04/2015 0:00,0,-1
39,8,utf-8,nginx/1.11.2,-1,US,FL,14/09/1995 0:00,12/05/2016 0:00,0,-1
39,8,iso-8859-1,HTTPDaemon,-1,US,WA,5/01/1996 0:00,5/05/2016 0:00,0,-1
39,7,UTF-8,GSE,7472,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,-1
39,8,UTF-8,Apache/2.4.18 (Ubuntu),3063,TR,Unknown,14/09/2000 8:47,15/09/2016 21:37,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,6,utf-8,Unknown,-1,US,CA,22/02/1996 0:00,16/01/2015 0:00,6,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,7,utf-8,Apache,12985,US,CO,17/02/2006 0:00,19/08/2015 0:00,0,-1
39,8,utf-8,nginx,-1,US,Oregon,30/08/2000 0:00,16/08/2016 0:00,0,-1
39,8,UTF-8,GSE,9352,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,7,UTF-8,Apache,-1,US,NY,10/07/2002 0:00,18/10/2013 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,10,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,10,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,UTF-8,nginx,-1,FR,Unknown,4/09/1996 4:00,26/04/2016 9:14,4,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,6,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,8,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,UTF-8,Apache,9050,Unknown,Unknown,Unknown,Unknown,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,9,utf-8,ATS,620,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,9,ISO-8859-1,AmazonS3,889,Unknown,Unknown,15/05/2005 0:00,15/04/2017 0:00,0,-1
39,9,ISO-8859-1,nginx,1502,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,0,-1
39,9,UTF-8,Apache,-1,Unknown,Unknown,Unknown,Unknown,0,-1
39,10,UTF-8,cloudflare-nginx,-1,Unknown,Unknown,Unknown,Unknown,0,-1
39,10,utf-8,cloudflare-nginx,-1,US,Arizona,10/11/2009 0:00,21/04/2015 0:00,0,-1
39,7,iso-8859-1,Apache,340,CA,ON,26/11/1996 0:00,2/11/2016 0:00,0,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,8,-1
39,8,ISO-8859-1,Apache,1002,AT,Austria,1/06/2004 0:00,2/06/2016 0:00,4,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,6,-1
39,7,ISO-8859-1,cloudflare-nginx,-1,Unknown,Unknown,2/08/2010 0:00,4/05/2016 0:00,2,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,10,-1
39,7,utf-8,Apache/2.2.15 (CentOS),431,KY,GRAND CAYMAN,24/08/2003 0:00,27/02/2017 0:00,2,-1
39,9,ISO-8859-1,nginx,1500,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,6,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,8,-1
39,9,ISO-8859-1,Unknown,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,10,-1
39,6,ISO-8859-1,nginx/1.10.0 (Ubuntu),-1,LV,RIX,19/07/2010 0:00,20/07/2016 0:00,8,-1
39,8,us-ascii,Microsoft-HTTPAPI/2.0,324,TR,TR,28/10/2008 0:00,3/04/2016 0:00,2,-1
39,8,ISO-8859-1,nginx/1.8.1,-1,US,nj,24/06/2003 0:00,22/08/2016 0:00,6,-1
39,9,us-ascii,cloudflare-nginx,-1,US,Arizona,10/06/2005 0:00,4/06/2015 0:00,4,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,15/02/2005 0:00,14/01/2017 0:00,12,-1
