URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_DATE_DIFF,DNS_QUERY_TIMES,Type
37,10,utf-8,Apache,14109,US,California,3987,0,-1
37,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,North Carolina,5509,0,-1
37,9,utf-8,nginx/1.1.19,-1,US,CA,6878,0,-1
37,8,utf-8,cloudflare-nginx,-1,US,California,5151,0,-1
37,9,utf-8,Apache/2.2.22 (Ubuntu),8022,US,California,3653,0,-1
37,9,utf-8,nginx,32441,[u'GB'; u'UK'],UK,5465,0,-1
37,7,ISO-8859-1,ATS/5.3.0,7891,US,MA,5815,0,-1
37,8,ISO-8859-1,Unknown,-1,US,CA,7185,0,-1
37,8,UTF-8,Apache,1840,US,CA,6663,0,-1
37,8,ISO-8859-1,Apache/2.2.3 (Red Hat),12768,Unknown,Unknown,5853,0,-1
37,7,UTF-8,openresty,-1,US,NY,3970,2,-1
37,9,iso-8859-1,Apache,-1,Unknown,Unknown,-1,6,-1
37,7,utf-8,Unknown,-1,US,CA,6903,6,-1
37,8,UTF-8,nginx,-1,US,Arizona,5845,4,-1
37,8,ISO-8859-1,nginx,4297,US,OH,8366,6,-1
37,9,UTF-8,nginx,-1,PH,Manila,2193,2,-1
37,9,ISO-8859-1,Unknown,-1,US,CA,6123,2,-1
37,8,utf-8,nginx/1.4.3,135444,US,NY,6598,2,-1
37,9,utf-8,ATS,616,US,CA,7525,8,-1
37,8,utf-8,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.35,6944,US,Arizona,5844,0,-1
37,8,ISO-8859-1,Unknown,1819,US,CA,5206,0,-1
37,7,UTF-8,GSE,7783,US,CA,5812,0,-1
38,10,iso-8859-1,Apache/2,337,CA,ON,2548,0,1
38,11,UTF-8,nginx,661,Unknown,Unknown,-1,8,1
38,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
38,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
38,10,iso-8859-1,nginx/1.8.0,215,Unknown,Unknown,3988,2,1
38,9,ISO-8859-1,Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8e-fips-rhel5,4397,US,MA,6150,0,-1
38,8,ISO-8859-1,Unknown,1819,US,CA,5206,0,-1
38,8,ISO-8859-1,Apache/1.3.39 (Unix) PHP/5.2.5 mod_auth_passthrough/1.8 mod_bwlimited/1.4 mod_log_bytes/1.2 mod_gzip/1.3.26.1a FrontPage/5.0.2.2635 DAV/1.0.3 mod_ssl/2.8.30 OpenSSL/0.9.7a,-1,Unknown,Unknown,3653,2,-1
38,8,UTF-8,cloudflare-nginx,-1,US,New York,3403,0,-1
38,8,utf-8,nginx,39740,[u'GB'; u'UK'],UK,5465,0,-1
38,9,utf-8,Apache,68067,US,MO,7462,4,-1
38,10,UTF-8,Apache,40299,UK,Unknown,7881,0,-1
38,9,ISO-8859-1,Apache,-1,US,CA,5579,0,-1
38,8,utf-8,Unknown,-1,US,CA,7056,0,-1
38,9,utf-8,nginx/1.1.19,-1,US,CA,6878,0,-1
38,8,iso-8859-1,Apache/2,345,US,CA,7433,0,-1
38,7,us-ascii,Microsoft-HTTPAPI/2.0,324,US,NJ,8761,0,-1
38,9,UTF-8,GSE,3916,US,CA,5812,0,-1
38,8,ISO-8859-1,Unknown,1819,US,CA,5206,8,-1
38,7,ISO-8859-1,Unknown,34,Unknown,Unknown,4698,0,-1
38,8,UTF-8,Apache,-1,US,MI,1813,0,-1
38,7,UTF-8,Apache,1172,US,NY,5641,0,-1
38,6,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,4192,0,-1
38,8,UTF-8,Server,-1,US,NJ,7300,0,-1
38,7,UTF-8,Unknown,24087,AU,NSW,5396,4,-1
38,9,utf-8,ATS,618,US,CA,7525,8,-1
38,8,ISO-8859-1,Unknown,6746,Unknown,Unknown,5034,6,-1
38,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,7272,6,-1
38,7,us-ascii,Microsoft-HTTPAPI/2.0,324,AU,NSW,2978,2,-1
38,6,utf-8,Apache,9555,BE,Unknown,3654,4,-1
38,6,UTF-8,SSWS,-1,US,FL,2151,8,-1
38,8,UTF-8,Apache,1840,US,CA,6663,4,-1
38,10,utf-8,Microsoft-IIS/8.0,4929,NO,Unknown,4717,4,-1
38,8,utf-8,Apache/2.4.18 (Ubuntu),12400,US,FL,6515,6,-1
38,9,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16 mod_apreq2-20090110/2.8.0 mod_perl/2.0.10 Perl/v5.24.1,42952,US,FL,5938,6,-1
38,7,ISO-8859-1,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,-1,US,California,2489,4,-1
38,7,UTF-8,GSE,-1,US,CA,5812,8,-1
38,9,UTF-8,Unknown,-1,Unknown,Unknown,-1,6,-1
38,8,utf-8,cloudflare-nginx,-1,US,CA,7738,0,-1
38,7,UTF-8,GSE,7868,US,CA,5812,6,-1
38,9,iso-8859-1,Apache/2.2.20 (Unix),220,US,CA,4738,0,-1
38,7,UTF-8,GSE,7797,US,CA,5812,0,-1
38,9,us-ascii,cloudflare-nginx,-1,US,Arizona,3646,0,-1
39,13,UTF-8,nginx,637,Unknown,Unknown,-1,0,1
39,11,UTF-8,nginx,640,Unknown,Unknown,-1,4,1
39,11,UTF-8,nginx,640,Unknown,Unknown,-1,6,1
39,11,UTF-8,nginx,661,Unknown,Unknown,-1,6,1
39,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
39,10,iso-8859-1,nginx/1.8.0,216,Unknown,Unknown,3988,4,1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,7,UTF-8,Apache/2.2.15 (CentOS),256306,AU,New South Wales,2922,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,9,utf-8,nginx/1.11.3,-1,Unknown,Unknown,3448,0,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,iso-8859-1,Apache,404,US,WV,3654,0,-1
39,9,UTF-8,nginx,-1,US,Arizona,5344,0,-1
39,8,utf-8,nginx/1.11.2,-1,US,FL,7546,0,-1
39,8,iso-8859-1,HTTPDaemon,-1,US,WA,7426,0,-1
39,7,UTF-8,GSE,7472,US,CA,5812,0,-1
39,8,UTF-8,Apache/2.4.18 (Ubuntu),3063,TR,Unknown,5845,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,6,utf-8,Unknown,-1,US,CA,6903,6,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,7,utf-8,Apache,12985,US,CO,3470,0,-1
39,8,utf-8,nginx,-1,US,Oregon,5830,0,-1
39,8,UTF-8,GSE,9352,US,CA,5812,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,7,UTF-8,Apache,-1,US,NY,4118,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,10,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,10,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,UTF-8,nginx,-1,FR,Unknown,7174,4,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,6,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,8,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,UTF-8,Apache,9050,Unknown,Unknown,-1,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,9,utf-8,ATS,620,US,CA,7525,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,9,ISO-8859-1,AmazonS3,889,Unknown,Unknown,4353,0,-1
39,9,ISO-8859-1,nginx,1502,US,Ohio,4744,0,-1
39,9,UTF-8,Apache,-1,Unknown,Unknown,-1,0,-1
39,10,UTF-8,cloudflare-nginx,-1,Unknown,Unknown,-1,0,-1
39,10,utf-8,cloudflare-nginx,-1,US,Arizona,1988,0,-1
39,7,iso-8859-1,Apache,340,CA,ON,7281,0,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,4351,8,-1
39,8,ISO-8859-1,Apache,1002,AT,Austria,4384,4,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,6,-1
39,7,ISO-8859-1,cloudflare-nginx,-1,Unknown,Unknown,2102,2,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,4351,10,-1
39,7,utf-8,Apache/2.2.15 (CentOS),431,KY,GRAND CAYMAN,4936,2,-1
39,9,ISO-8859-1,nginx,1500,US,Ohio,4744,6,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,8,-1
39,9,ISO-8859-1,Unknown,1819,US,CA,5206,10,-1
39,6,ISO-8859-1,nginx/1.10.0 (Ubuntu),-1,LV,RIX,2193,8,-1
39,8,us-ascii,Microsoft-HTTPAPI/2.0,324,TR,TR,2714,2,-1
39,8,ISO-8859-1,nginx/1.8.1,-1,US,nj,4808,6,-1
39,9,us-ascii,cloudflare-nginx,-1,US,Arizona,3646,4,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,12,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,4351,10,-1
39,10,UTF-8,Apache/2.2.22 (Debian),8507,US,Arizona,3343,4,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,4351,8,-1
39,10,utf-8,YouTubeFrontEnd,-1,US,CA,4351,8,-1
39,9,ISO-8859-1,nginx/1.11.10,121211,US,GA,8547,2,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,8,-1
39,9,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,ISO-8859-1,Squeegit/1.2.5 (3_sir),-1,US,MA,8097,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,12,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,9,UTF-8,Apache,58,PA,Panama,0,0,-1
39,8,UTF-8,Apache/2,1007,PA,Panama,2820,0,-1
39,7,UTF-8,Virtuoso/07.20.3217 (Linux) i686-generic-linux-glibc212-64  VDB,-1,DE,Unknown,3652,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,Unknown,Unknown,-1,0,-1
39,9,ISO-8859-1,nginx/1.12.0,-1,CA,SK,4017,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
39,8,utf-8,YouTubeFrontEnd,-1,US,CA,4351,0,-1
40,13,UTF-8,nginx,637,Unknown,Unknown,-1,4,1
40,13,UTF-8,nginx,640,Unknown,Unknown,-1,6,1
40,13,UTF-8,nginx,643,Unknown,Unknown,-1,4,1
40,11,UTF-8,nginx,667,Unknown,Unknown,-1,8,1
40,11,UTF-8,nginx,667,Unknown,Unknown,-1,6,1
40,10,utf-8,Apache,3016,Unknown,Unknown,-1,6,1
40,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
40,9,UTF-8,Apache-Coyote/1.1,-1,US,ca,6255,0,-1
40,9,UTF-8,mw2239.codfw.wmnet,-1,US,CA,5446,0,-1
40,7,UTF-8,GSE,7283,US,CA,5812,0,-1
40,10,utf-8,Yippee-Ki-Yay,12513,US,Arizona,4170,0,-1
40,7,UTF-8,Apache,13183,US,CA,5829,0,-1
40,7,UTF-8,GSE,6222,US,CA,5812,0,-1
40,9,UTF-8,Apache,7942,US,CA,4019,4,-1
40,7,utf-8,Unknown,-1,CA,ON,5027,0,-1
40,9,utf-8,cloudflare-nginx,-1,US,CO,7303,0,-1
40,8,iso-8859-1,cloudflare-nginx,-1,ES,Alicante,3945,0,-1
40,9,ISO-8859-1,Apache,-1,AU,Queensland,4018,0,-1
40,12,UTF-8,Apache,3013,US,CA,5524,0,-1
40,11,utf-8,nginx,-1,US,NY,8016,0,-1
40,10,UTF-8,mw2165.codfw.wmnet,4692,US,CA,5446,0,-1
40,7,UTF-8,GSE,9433,US,CA,5812,0,-1
40,9,UTF-8,mw2192.codfw.wmnet,-1,US,CA,5446,0,-1
40,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,New Jersey,4866,0,-1
40,8,UTF-8,Apache/2.2.23 (Amazon),11590,US,New York,2126,6,-1
40,9,iso-8859-1,Apache,230,US,California,8036,0,-1
40,6,utf-8,Unknown,-1,Unknown,Unknown,6903,0,-1
40,7,ISO-8859-1,LiteSpeed,618,AU,Vic,3530,2,-1
40,8,ISO-8859-1,Unknown,-1,US,ME,2893,2,-1
40,9,utf-8,nginx/1.11.3,-1,Unknown,Unknown,3448,4,-1
40,9,utf-8,ATS,622,US,CA,7525,6,-1
40,9,ISO-8859-1,Apache/2.2.32,-1,US,MO,3562,2,-1
40,6,us-ascii,Microsoft-HTTPAPI/2.0,324,US,PA,4192,2,-1
40,7,utf-8,Unknown,-1,CA,ON,5027,8,-1
40,6,ISO-8859-1,nginx/1.12.0,1108,Unknown,Unknown,2190,4,-1
40,9,utf-8,nginx/1.4.6 (Ubuntu),-1,US,CA,4018,4,-1
40,9,UTF-8,Microsoft-IIS/7.5,63279,US,OH,5972,4,-1
40,8,ISO-8859-1,Apache,15240,Unknown,Unknown,4629,4,-1
40,9,utf-8,Apache,65993,US,MO,7462,4,-1
40,7,ISO-8859-1,Unknown,1819,US,CA,5206,8,-1
40,8,ISO-8859-1,nginx,-1,US,WA,7529,4,-1
40,8,UTF-8,nginx,15363,US,NY,7569,4,-1
40,6,iso-8859-1,Unknown,411,US,TX,6546,6,-1
40,7,UTF-8,GSE,38119,US,CA,5812,6,-1
40,9,ISO-8859-1,cloudflare-nginx,-1,US,NJ,2920,0,-1
40,9,utf-8,nginx + Phusion Passenger,-1,US,FL,5815,0,-1
40,7,UTF-8,GSE,6498,US,CA,5812,0,-1
40,9,utf-8,ATS,622,US,CA,7525,0,-1
41,13,UTF-8,nginx,643,Unknown,Unknown,-1,4,1
41,11,UTF-8,nginx,670,Unknown,Unknown,-1,6,1
41,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
41,11,UTF-8,Proxy Pandeiro UOL,27103,BR,Unknown,-1,4,1
41,10,iso-8859-1,nginx/1.8.0,218,Unknown,Unknown,3988,4,1
41,6,iso-8859-1,nginx,318,Unknown,Unknown,53,6,-1
41,8,utf-8,nginx,-1,US,Oregon,5830,0,-1
41,8,utf-8,Apache,65473,US,MO,7462,0,-1
41,9,UTF-8,nginx/1.12.0,-1,US,Pennsylvania,3289,0,-1
41,8,us-ascii,Microsoft-HTTPAPI/2.0,324,GB,worcs,3646,0,-1
41,10,utf-8,nginx/1.8.1,-1,US,NY,8024,0,-1
41,9,UTF-8,mw2231.codfw.wmnet,-1,US,CA,5446,0,-1
41,9,UTF-8,mw2165.codfw.wmnet,-1,US,CA,5446,0,-1
41,9,ISO-8859-1,Apache,-1,US,Maine,7433,0,-1
41,9,UTF-8,Apache,7065,US,Arizona,4749,0,-1
41,7,ISO-8859-1,openresty/1.11.2.2,10588,US,FL,4349,2,-1
41,8,UTF-8,Apache,-1,PA,PANAMA,2913,4,-1
41,9,UTF-8,mw2109.codfw.wmnet,-1,US,CA,5446,8,-1
41,7,iso-8859-1,Apache,281,US,PA,1046,4,-1
41,8,us-ascii,Microsoft-IIS/7.5,324,US,Kansas,5767,4,-1
41,8,UTF-8,Apache,-1,JP,Unknown,356,6,-1
41,8,UTF-8,Apache,-1,US,VA,2526,4,-1
41,10,iso-8859-1,Apache,13,US,Arizona,60,0,-1
41,8,UTF-8,Server,-1,US,WA,7426,4,-1
41,8,ISO-8859-1,nginx/0.8.54,-1,Unknown,Unknown,422,0,-1
41,10,utf-8,nginx/1.8.1,-1,US,NY,8024,6,-1
41,9,ISO-8859-1,Apache,-1,AU,Queensland,4018,8,-1
41,10,UTF-8,Apache-Coyote/1.1,9817,GB,London,6719,0,-1
41,9,ISO-8859-1,Apache,-1,AU,Queensland,4018,0,-1
41,9,ISO-8859-1,nginx,-1,FR,Unknown,4017,0,-1
42,13,UTF-8,nginx,646,Unknown,Unknown,-1,4,1
42,11,UTF-8,nginx,673,Unknown,Unknown,-1,6,1
42,11,UTF-8,nginx,673,Unknown,Unknown,-1,6,1
42,10,utf-8,nginx/1.10.1,-1,Unknown,Unknown,-1,2,1
42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
42,8,ISO-8859-1,Apache,895,US,Arizona,60,4,1
42,7,utf-8,Apache/2.4.6,-1,US,FL,4679,6,-1
42,8,utf-8,Apache/2.4.25,-1,IN,Karnataka,2996,0,-1
42,7,utf-8,nginx/1.10.1,-1,CA,BC,5435,0,-1
42,10,UTF-8,nginx,-1,US,Arizona,3060,0,-1
42,8,UTF-8,Apache,7289,CA,ON,5960,0,-1
42,8,UTF-8,Apache/2.4.25,4974,CA,Quebec,2556,0,-1
42,10,utf-8,cloudflare-nginx,-1,US,Arizona,1988,0,-1
42,9,UTF-8,mw2225.codfw.wmnet,4691,US,CA,5446,0,-1
42,8,utf-8,nginx/1.1.19,-1,US,CA,6878,0,-1
42,11,UTF-8,nginx,-1,US,Arizona,3617,0,-1
42,10,ISO-8859-1,Unknown,1819,US,CA,5206,0,-1
42,9,ISO-8859-1,nginx,1505,US,Ohio,4744,0,-1
42,9,UTF-8,Apache,7509,Unknown,Unknown,5115,6,-1
42,9,ISO-8859-1,Apache-Coyote/1.1,5127,US,CA,7846,0,-1
42,7,ISO-8859-1,Apache,-1,US,Indiana,4010,0,-1
42,9,UTF-8,nginx,-1,Unknown,Unknown,7574,0,-1
42,8,UTF-8,nginx,-1,AU,NEW SOUTH WALES,556,0,-1
42,9,us-ascii,Unknown,324,Unknown,Unknown,5012,0,-1
42,8,UTF-8,Apache,-1,UK,UK,7274,4,-1
42,8,UTF-8,Apache/2.2.15 (CentOS),2766,Unknown,Unknown,2807,8,-1
42,8,utf-8,Unknown,-1,US,CA,6903,4,-1
42,9,ISO-8859-1,Apache,-1,AU,Queensland,4018,2,-1
42,7,utf-8,openresty/1.11.2.1,-1,US,IL,3748,4,-1
42,9,UTF-8,Apache/2.2.22 (Debian),10561,JP,6110021,15,4,-1
42,9,UTF-8,Apache/2.2.22 (Debian),8769,SC,Not Applicable,542,2,-1
42,7,UTF-8,GSE,12608,US,CA,5812,6,-1
42,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CA,6720,4,-1
42,8,UTF-8,Apache/2.2.15 (CentOS),94,AU,NSW,4338,2,-1
42,8,ISO-8859-1,nginx/1.8.1,-1,US,nj,4808,0,-1
42,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,California,361,0,-1
42,8,utf-8,Unknown,-1,US,CA,6903,4,-1
42,9,ISO-8859-1,Apache,-1,AU,Queensland,4018,0,-1
42,7,ISO-8859-1,Apache,497,US,PA,2193,0,-1
42,7,utf-8,Apache/2.4.6,-1,US,FL,4679,0,-1
43,13,UTF-8,nginx,646,Unknown,Unknown,-1,4,1
43,11,UTF-8,nginx,673,Unknown,Unknown,-1,6,1
43,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
43,11,iso-8859-1,Apache/1.3.27 (Unix) PHP/4.4.1,-1,Unknown,Unknown,5758,2,1
43,10,ISO-8859-1,DOSarrest,-1,us,Washington,4942,2,1
43,10,UTF-8,Apache,7550,US,CA,4384,2,1
43,10,UTF-8,nginx/1.12.0,-1,Unknown,Unknown,-1,0,1
43,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,WA,5407,0,-1
43,9,utf-8,nginx + Phusion Passenger,-1,US,FL,5815,0,-1
43,9,ISO-8859-1,Apache,-1,AU,Queensland,4018,0,-1
43,9,ISO-8859-1,nginx,-1,US,WA,5346,0,-1
43,8,iso-8859-1,Apache,236,US,ca,4732,2,-1
43,8,ISO-8859-1,Apache/2.4.12 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,-1,US,GA,6879,0,-1
43,9,ISO-8859-1,Unknown,-1,US,CA,7185,0,-1
43,8,utf-8,nginx,-1,GB,Peterborough,6692,6,-1
43,7,UTF-8,Apache,-1,US,CA,5728,0,-1
43,9,UTF-8,mw2236.codfw.wmnet,-1,US,CA,5446,0,-1
43,7,us-ascii,Microsoft-HTTPAPI/2.0,324,Unknown,Unknown,5114,4,-1
43,8,utf-8,nginx/1.1.19,13089,Unknown,Unknown,6878,0,-1
43,9,utf-8,Apache/2.2.15 (CentOS),19724,US,Arizona,7673,0,-1
43,9,UTF-8,mw2101.codfw.wmnet,-1,US,CA,5446,0,-1
43,9,UTF-8,Apache,-1,UK,UK,7274,4,-1
43,9,utf-8,Varnish,389,US,CA,5005,4,-1
43,8,UTF-8,Apache,-1,US,Arizona,3654,2,-1
43,9,ISO-8859-1,Unknown,6744,Unknown,Unknown,5034,6,-1
43,12,ISO-8859,Apache,5653,Unknown,Unknown,5537,4,-1
43,8,us-ascii,Microsoft-IIS/7.5,324,Unknown,Unknown,4648,6,-1
43,9,ISO-8859-1,cloudflare-nginx,-1,CA,Quebec,5174,2,-1
43,10,utf-8,nginx,-1,US,NY,8016,4,-1
43,7,us-ascii,Microsoft-HTTPAPI/2.0,324,US,PA,4192,6,-1
43,7,ISO-8859-1,Apache,497,GB,Unknown,3637,6,-1
43,7,UTF-8,GSE,20592,US,CA,5812,4,-1
43,10,UTF-8,Resin/3.1.8,-1,US,FL,6531,0,-1
43,9,UTF-8,mw2164.codfw.wmnet,-1,US,CA,5446,0,-1
43,10,utf-8,Microsoft-IIS/8.5,4816,US,CO,367,0,-1
44,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,5845,6,1
44,10,utf-8,nginx/1.6.2,8219,US,CO,4428,0,-1
44,8,ISO-8859-1,nginx,-1,US,WA,7529,0,-1
44,11,iso-8859-1,Apache,334,Unknown,Unknown,-1,0,-1
44,9,utf-8,ATS,634,US,CA,7525,0,-1
44,9,UTF-8,mw2242.codfw.wmnet,-1,US,CA,5446,0,-1
44,9,UTF-8,nginx,-1,US,NY,7506,0,-1
44,7,us-ascii,Microsoft-HTTPAPI/2.0,324,US,PA,4192,0,-1
44,8,ISO-8859-1,nginx,-1,US,WA,7529,4,-1
44,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,-1,AU,Unknown,2420,0,-1
44,9,ISO-8859-1,nginx,1511,US,Ohio,4744,0,-1
44,11,ISO-8859-1,Unknown,1819,US,CA,5206,0,-1
44,10,utf-8,Apache,45958,CA,ON,4701,0,-1
44,9,UTF-8,mw2175.codfw.wmnet,-1,US,CA,5446,0,-1
44,7,UTF-8,Apache,-1,US,Arizona,2990,0,-1
44,8,ISO-8859-1,Microsoft-IIS/7.5,11,US,WA,5829,2,-1
44,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5610,6,-1
44,9,UTF-8,mw2107.codfw.wmnet,-1,US,CA,5446,8,-1
44,9,UTF-8,mw2190.codfw.wmnet,-1,US,CA,5446,8,-1
44,9,utf-8,Apache,44446,CA,ON,4701,2,-1
44,9,iso-8859-1,Apache,338,Unknown,Unknown,-1,2,-1
44,8,iso-8859-1,Apache/2,345,US,FL,5998,2,-1
44,9,ISO-8859-1,Unknown,674,US,California,5034,6,-1
44,9,utf-8,nginx + Phusion Passenger,-1,US,FL,5815,4,-1
44,8,UTF-8,Apache/2.4.6 (CentOS),25825,US,CA,6889,8,-1
44,8,UTF-8,Server,-1,US,WA,7426,4,-1
44,9,ISO-8859-1,nginx/1.13.0,-1,FR,Unknown,3515,2,-1
44,9,ISO-8859-1,nginx,1501,US,Ohio,4744,8,-1
44,8,utf-8,nginx,10198,US,New York,2410,6,-1
44,10,ISO-8859-1,Apache/2.4.25,360,US,CO,7214,4,-1
44,9,iso-8859-1,barista/5.1.3,16525,US,CA,6935,4,-1
44,8,UTF-8,Server,-1,US,WA,7426,4,-1
44,9,ISO-8859-1,Unknown,6746,US,California,5034,4,-1
44,9,UTF-8,mw2103.codfw.wmnet,-1,US,CA,5446,0,-1
44,8,us-ascii,Microsoft-HTTPAPI/2.0,324,CA,ON,5784,0,-1
44,8,us-ascii,Microsoft-IIS/7.5,324,US,California,4648,0,-1
45,10,ISO-8859-1,Apache,-1,Unknown,Unknown,-1,2,1
45,8,iso-8859-1,nginx,326,Unknown,Unknown,3280,4,-1
45,9,UTF-8,nginx/1.11.2,10273,US,MI,5419,0,-1
45,9,ISO-8859-1,Unknown,6748,Unknown,Unknown,5034,0,-1
45,9,ISO-8859-1,Squeegit/1.2.5 (3_sir),-1,US,MA,8097,0,-1
45,8,ISO-8859-1,Microsoft-IIS/8.5,1245,US,FL,4998,0,-1
45,10,ISO-8859-1,Apache,6264,Unknown,Unknown,5841,0,-1
45,10,ISO-8859-1,Microsoft-IIS/7.5,1245,US,CT,6610,0,-1
